,サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
1257,ホテル八峯苑 鹿の湯,0,4,対象：男女,92,20.5,88,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1258,ゆ～とろん水神の湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1259,小さな旅  川越温泉,65,57,対象：男女,90,16,98,16,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
1260,江戸川湯,1,1,対象：男女,65,25,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1261,鹿島セントラル 天然温泉美人の湯 ゆの華,7,57,対象：男女,98,17,88,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1262,甲斐大泉温泉パノラマの湯,14,16,対象：男女,90,17,82,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1263,天然温泉 花鳥風月,3,10,対象：男女,90,18,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1264,越谷健美の湯,10,28,対象：男女,78,17.5,86,17.1,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1265,セントラルウェルネスクラブラフレさいたま,1,3,対象：男女,92,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1266,大泉高原 八ヶ岳ロイヤルホテル,0,1,男性専用,84,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1267,ふれあい交流センター大芝の湯,7,24,対象：男女,98,17,98,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
1268,セントラルウェルネスクラブ越谷,3,2,対象：男女,96,19,80,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1269,見沼ヘルシーランド,0,1,対象：男女,96,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1270,みはらしの湯,10,26,対象：男女,92,17,100,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1271,極楽湯 柏店,17,46,対象：男女,90,17,83,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1272,スパティオ小淵沢 延命の湯,45,60,対象：男女,82,14,94,13.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1273,よしかわ天然温泉ゆあみ,13,64,対象：-,95,19,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1274,白州塩沢温泉 フォッサマグナの湯,6,4,対象：男女,93,17,88,14,ng,ng,ng,ok,ng,-,ng,ng,ng,ok,ng,-
1275,湯屋敷孝楽,36,102,対象：男女,90,14,85,15.5,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1276,コナミスポーツクラブ北浦和,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1277,さわらびの湯,4,0,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1278,越谷天然温泉美人の湯 ゆの華,8,38,対象：男女,75,20,90,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1279,美人の湯 しろとり,0,2,対象：男女,?,?,92,18,-,-,-,-,-,ng,ng,ng,ok,ok,ng,-
1280,メガロスクロス柏24店,0,0,男性専用,90,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1281,しきぶ温泉湯楽里,3,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1282,東急スポーツオアシス浦和24Plus|ジム・プール,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1283,コナミスポーツクラブ狭山,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1284,メガロス浦和パルコ,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1285,健康ランド武蔵野,35,58,対象：男女,92,16,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1286,早稲田天然温泉 めぐみの湯,12,11,対象：男女,88,20,80,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1287,コナミスポーツクラブ武蔵浦和,0,0,対象：男女,88,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1288,湯快爽快『湯けむり横丁』みさと,9,21,対象：男女,80,18.7,-,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1289,湯パーク南柏,15,58,対象：男女,90,19,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1290,おふろの王様 志木店,6,20,対象：男女,90,17,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1291,河野シーサイド温泉ゆうばえ,0,0,対象：男女,90,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1292,湯の泉 草加健康センター,715,3675,対象：男女,96,13.7,88,14.8,ok,ng,ok,ok,ok,ok,ok,ng,ng,ok,ok,ok
1293,ゆーぽーとはさき,4,1,対象：男女,95,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1294,岩盤房きらく,2,5,対象：男女,100,-,78,18,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
1295,コナミスポーツクラブ北小金,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1296,ニュー松の湯,10,24,対象：男女,87,21,88,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1297,たかねの湯,3,8,対象：男女,100,27,-,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1298,メガロスクロス草加24,0,20,対象：男女,90,20,90,20,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1299,小金バスランド,1,6,対象：男女,90,22,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1300,【閉店】サウナパラダイス,0,4,男性専用,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1301,【閉店】コナミスポーツ新座,0,0,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1302,リフレッシュプラザ柏,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1303,大和の湯,25,6,対象：男女,102,19,100,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1304,朝霞市健康増進センター わくわくどーむ,1,1,対象：男女,84,24,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1305,テルメリゾートINA,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1306,天然戸田温泉彩香の湯,33,61,対象：男女,100,17,88,15,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
1307,ひろいサウナ(広の湯),175,155,対象：男女,119,19,-,23,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1308,馬橋湯,0,3,対象：男女,-,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1309,戸田の湯,1,1,対象：男女,80,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1310,【閉店】湯乃市入間店,5,6,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1311,スパロイヤル川口,31,36,対象：男女,80,18,88,16.7,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1312,天然温泉リゾート美人の湯 カーニバルヒルズ,0,2,対象：男女,96,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1313,花はす温泉 そまやま,0,2,対象：男女,90,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1314,小川屋,1,1,対象：男女,85,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1315,ホテル くさかべアルメリア,0,1,対象：男女,?,?,78,19,-,-,-,-,-,ng,ng,ng,ok,ng,ng,-
1316,紗々羅,0,2,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1317,水明館,0,3,対象：男女,90,15,90,15,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1318,ORIENTAL RESORT ReSpa INZAI リスパ印西,11,5,男性専用,78,17,-,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1319,コナミスポーツクラブ 川口,0,0,対象：男女,90,20,90,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1320,尾白の湯,12,38,対象：男女,90,22,92,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1321,東急スポーツオアシス川口店,1,1,対象：-,90,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1322,コナミスポーツクラブ五香エグザス館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1323,ふくの湯,38,17,対象：男女,100,18,90,25,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ng,-
1324,真名井の湯 千葉ニュータウン店,12,15,対象：男女,89,16.7,93,16.8,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1325,かりんの湯,0,5,対象：男女,82,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1326,健康ランド須玉,0,1,対象：男女,80,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1327,平和湯ランド,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1328,弘法の湯,6,10,対象：男女,107,19.5,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1329,湯の森所沢,19,50,対象：男女,92,18,45,30,ok,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1330,湯戯三昧・マツドヘルスランド,3,10,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1331,のめこい湯,2,7,対象：男女,88,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1332,にいざ温泉,16,55,対象：男女,90,21,85,18,ok,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng
1333,湯処じんのび,4,11,対象：男女,65,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1334,コナミスポーツクラブ成増,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1335,HOTランドみどり湯,12,27,対象：男女,90,20,85,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1336,生涯青春の湯 つるつる温泉,4,13,対象：男女,110,28,110,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1337,ハイジの村 クララ館,0,0,対象：男女,?,?,-,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
1338,ホテルヒルトップ,28,44,男性専用,100,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1339,松戸ラドン温泉 湯るり,4,7,対象：男女,102,17,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
1340,THE SPA 西新井,60,192,対象：男女,82,17,80,21.2,ok,ng,ng,ok,ok,ok,ok,ng,ng,ok,ok,ok
1341,【閉店】喜多の湯,4,14,対象：男女,90,18,88,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1342,東急スポーツオアシス 赤塚24Plus,1,1,対象：男女,85,18.5,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1343,堀田湯,8,12,対象：男女,98,29,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1344,光徳湯,7,11,対象：男女,94,17,76,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1345,若松湯,3,39,対象：男女,90,23,85,23,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1346,コナミスポーツクラブ和光,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
1347,東急スポーツオアシス金町24Plus,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1348,ときわ健康温泉,8,28,対象：男女,94,20,92,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1349,宝泉湯,9,29,対象：男女,98,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1350,ゆートピア21,10,14,対象：男女,104,20,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1351,フレッシュランド西多摩 フォレスト,0,0,対象：-,45,-,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1352,湯～HOUSE,1,4,男性専用,85,23,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1353,村山温泉かたくりの湯(バス),4,5,対象：男女,70,18,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
1354,十條湯,1,4,対象：男女,98,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1355,藤ランド,3,5,男性専用,90,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1356,カプセルホテル&サウナ 銀河 綾瀬,24,39,男性専用,98,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1357,ゆ～ポッポ,10,11,対象：男女,82,21,87,23,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1358,東急スポーツオアシス 十条24Plus,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1359,玉の湯,4,11,対象：男女,100,24,100,23,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1360,スポーツクラブNAS光が丘,0,9,対象：男女,90,16,82,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1361,富士の湯,3,4,対象：男女,99,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1362,金の湯,13,15,対象：男女,90,18.5,88,17,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1363,多摩川源流 小菅の湯,10,14,対象：男女,90,27,90,25,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1364,柳泉園グランドパーク,0,1,対象：男女,90,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,ng
1365,大黒湯,75,38,対象：男女,95,18,88,15,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1366,さくら湯,2,9,対象：男女,96,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1367,郡上市 総合スポーツセンター,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1368,興和浴場,3,0,男性専用,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1369,コナミスポーツクラブ大山,0,0,対象：男女,85,-,85,-,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
1370,カプセルホテルサウナ太陽,23,32,男性専用,100,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1371,【サウナ休止中】金松湯,0,2,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1372,ゆーらんど,2,35,対象：男女,90,20,90,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
1373,ゆパウザひばり,73,345,対象：男女,98,18,75,20,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
1374,大黒湯,19,17,対象：男女,104,24,50,22,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1375,鼓川温泉,2,2,対象：男女,104,17.3,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1376,梅の湯,70,90,対象：男女,80,20,92,22,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ok,ok
1377,スパ&カプセルホテル グランパーク・イン北千住,11,25,男性専用,90,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1378,クアパレスゆうゆう,7,13,対象：男女,86,30,90,25,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1379,こまくさの湯,4,19,対象：男女,101,17,103,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1380,竹の湯,1,1,男性専用,92,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1381,みやこ湯,52,67,対象：男女,95,18,95,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1382,大黒湯,7,10,対象：男女,96,18,94,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1383,NAS町屋,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1384,久松湯,160,201,対象：男女,90,17,85,16.6,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1385,クアパレス藤,59,80,対象：男女,102,20,70,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1386,はしうど荘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1387,香取湯,5,12,対象：男女,98,22,-,22,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1388,【閉店】亀の湯,0,5,対象：男女,90,20,90,20,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
1389,カプセル&サウナロスコ,378,552,対象：男女,108,21,90,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1390,メガロスクロス田端24,0,0,対象：男女,?,?,90,18,-,-,-,-,-,ng,ng,ng,ng,ng,-,-
1391,富士見湯健康セントー,3,6,対象：男女,82,26,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1392,メガロス 葛飾,0,15,対象：男女,90,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1393,天然温泉・黄金の里,3,3,対象：男女,96,16,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1394,花かげの湯,1,4,対象：男女,102,18.3,75,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1395,ゆラックス,7,7,対象：男女,94,29,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1396,甲州市交流保養センター 大菩薩の湯,2,6,対象：男女,85,28,85,28,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1397,喜楽湯,2,17,対象：男女,89,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1398,竹の湯,1,4,男性専用,90,22,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1399,池袋ロイヤルホテル,11,9,対象：男女,80,29,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1400,阿伎留の四季,3,7,対象：男女,98,18,84,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1401,健康ランド末広湯,5,5,対象：男女,85,21,-,-,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ok,ok
1402,カプセルイン大塚,6,14,男性専用,90,19,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1403,【サウナ休止中】池袋サウナ&カプセル&オアシス,5,4,男性専用,77.5,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1404,スパ&カプセルホテル グランパーク・イン巣鴨,14,17,男性専用,95,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1405,小平天然温泉テルメ小川,18,50,対象：男女,90,17,-,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
1406,宮下湯,81,70,対象：男女,105,16,94,15,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1407,スポーツクラブNAS 西日暮里,1,17,対象：男女,85,20,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1408,信州駒ヶ根高原家族旅行村 露天こぶしの湯,9,10,対象：男女,95,12,92,12,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1409,サウナニュー大塚,28,50,対象：男女,100,25,94,22,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
1410,アパホテル〈千葉八千代緑が丘〉,0,3,対象：男女,90,16,86,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1411,東京天然温泉 古代の湯,25,19,対象：男女,100,20,96,26,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1412,タイムズ スパ・レスタ,554,957,対象：男女,90,17,70,22,ok,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1413,コナミスポーツクラブ池袋,2,2,対象：男女,90,20,90,-,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
1414,サウナ玉泉,22,34,男性専用,110,25,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1415,秋川渓谷 瀬音の湯,44,40,対象：男女,88,25,88,24,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1416,銭湯ゆープラザ,4,19,対象：男女,83,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1417,アクア・ユーカリ,11,21,対象：男女,82,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1418,若宮松の湯,2,2,男性専用,95,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1419,寺島浴場,5,3,対象：男女,94,25,100,26,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1420,朝日湯,5,10,対象：男女,106,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1421,ひだまりの泉萩の湯,521,1201,対象：男女,94,18,90,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1422,檜原温泉センター 数馬の湯,9,1,対象：男女,-,16,99,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1423,今庄365温泉 やすらぎ,1,0,対象：男女,95,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1424,宝泉湯,22,28,対象：男女,100,22,100,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1425,武の湯,3,1,男性専用,88,30,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1426,ホテル郡上八幡 やすらぎの湯 宝泉,4,4,対象：男女,112,20,108,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1427,サウナセンター,596,1690,男性専用,98,14,?,?,ok,ng,ng,ok,ok,ok,-,-,-,-,-,-
1428,白水湯,9,9,対象：男女,91,25,102,22,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1429,カプセルホテルレインボー本八幡店,167,707,男性専用,112,17,80,25,ok,ng,ng,ng,ok,ok,-,-,-,-,-,-
1430,笛吹川温泉 別邸 坐忘,2,1,対象：男女,92,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1431,メガロスクロス本八幡24,0,5,男性専用,85,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1432,スポーツクラブ&スパ ルネサンス 曳舟,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1433,【閉店】すみだ健康ハウス,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1434,柳湯,19,45,対象：男女,90,19,90,24,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1435,ティップネス 新小岩,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1436,電気湯,16,5,対象：男女,92,23,121,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1437,スポーツクラブNAS 勝田台,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1438,ゆーザ・中井,35,46,対象：男女,90,20,90,25,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1439,コナミスポーツクラブ 一橋学園,0,0,対象：男女,88,19,85,-,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
1440,カプセルホテルレインボー 新小岩店,122,457,男性専用,108,16,85,25,ok,ng,ng,ng,ok,ok,-,-,-,-,-,-
1441,新越泉,20,39,対象：男女,94,20,79,20,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1442,奥伊根温泉 油屋,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1443,コナミスポーツクラブ下総中山,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1444,三の輪湯,12,15,対象：男女,90,26,90,25,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1445,桔梗湯,3,6,男性専用,90,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1446,秀の湯,86,207,対象：男女,100,18,94,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1447,庄楽の湯 江戸川区,8,36,対象：男女,85,20,80,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1448,寿湯,341,469,対象：男女,96,22,94,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1449,【閉店】蛇骨湯,87,172,対象：男女,96,19,88,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1450,ドーミーインEXPRESS浅草,1,4,対象：男女,92,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,ng
1451,寿湯,1,0,男性専用,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1452,イーストランド,122,62,対象：男女,90,18,90,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1453,【閉店】上野サウナ,4,3,男性専用,102,18,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
1454,湯ぱらだいす佐倉,1,3,対象：男女,80,17.3,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1455,上野ステーションホステル オリエンタル1(旧:上野オリエンタル),103,228,男性専用,100,14.7,?,?,ok,ok,ok,ng,ok,ok,-,-,-,-,-,-
1456,Centurion Hotel & Spa Ueno Station センチュリオンホテル&スパ 上野駅前,267,385,対象：男女,100,15.8,88,15.8,ng,ok,ng,ng,ok,ng,ng,ok,ng,ng,ok,ng
1457,富士見湯,30,94,対象：男女,92,18,90,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1458,上野ステーションホステル オリエンタル2(旧:ニューセンチュリー),60,167,男性専用,104,16.4,?,?,ok,ok,ok,ng,ok,ok,-,-,-,-,-,-
1459,カプセルネット おもてなしのお宿,21,45,対象：男女,70,20,88,-,ok,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1460,松の湯,69,116,対象：男女,84,15,85,15,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1461,ドーミーイン上野・御徒町,1,3,対象：男女,98,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1462,上野ステーションホステル オリエンタル3(旧:センチュリー),104,367,男性専用,100,19,?,?,ok,ok,ok,ng,ok,ok,-,-,-,-,-,-
1463,サウナ&カプセルホテル ダンディ,52,76,男性専用,100,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1464,絶景の宿 犬吠埼ホテル,7,5,対象：男女,100,22,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1465,カプセルランド湯島,3,2,男性専用,97,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1466,玉の湯,43,136,対象：男女,110,22,98,24,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1467,東京ドーム天然温泉 Spa LaQua,411,844,対象：男女,100,16,80,22,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
