,サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
1332,にいざ温泉,16,55,対象：男女,90,21,85,18,ok,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng
1333,湯処じんのび,4,11,対象：男女,65,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1335,HOTランドみどり湯,12,27,対象：男女,90,20,85,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1336,生涯青春の湯 つるつる温泉,4,13,対象：男女,110,28,110,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1338,ホテルヒルトップ,28,44,男性専用,100,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1339,松戸ラドン温泉 湯るり,4,7,対象：男女,102,17,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
1340,THE SPA 西新井,60,192,対象：男女,82,17,80,21.2,ok,ng,ng,ok,ok,ok,ok,ng,ng,ok,ok,ok
1341,【閉店】喜多の湯,4,14,対象：男女,90,18,88,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1342,東急スポーツオアシス 赤塚24Plus,1,1,対象：男女,85,18.5,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1343,堀田湯,8,12,対象：男女,98,29,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1344,光徳湯,7,11,対象：男女,94,17,76,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1345,若松湯,3,39,対象：男女,90,23,85,23,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1348,ときわ健康温泉,8,28,対象：男女,94,20,92,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1349,宝泉湯,9,29,対象：男女,98,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1350,ゆートピア21,10,14,対象：男女,104,20,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1352,湯～HOUSE,1,4,男性専用,85,23,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1353,村山温泉かたくりの湯(バス),4,5,対象：男女,70,18,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
1354,十條湯,1,4,対象：男女,98,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1355,藤ランド,3,5,男性専用,90,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1356,カプセルホテル&サウナ 銀河 綾瀬,24,39,男性専用,98,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1357,ゆ～ポッポ,10,11,対象：男女,82,21,87,23,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1359,玉の湯,4,11,対象：男女,100,24,100,23,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1360,スポーツクラブNAS光が丘,0,9,対象：男女,90,16,82,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1361,富士の湯,3,4,対象：男女,99,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1362,金の湯,13,15,対象：男女,90,18.5,88,17,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1363,多摩川源流 小菅の湯,10,14,対象：男女,90,27,90,25,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1364,柳泉園グランドパーク,0,1,対象：男女,90,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,ng
1365,大黒湯,75,38,対象：男女,95,18,88,15,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1366,さくら湯,2,9,対象：男女,96,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1370,カプセルホテルサウナ太陽,23,32,男性専用,100,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1372,ゆーらんど,2,35,対象：男女,90,20,90,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
1373,ゆパウザひばり,73,345,対象：男女,98,18,75,20,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
1374,大黒湯,19,17,対象：男女,104,24,50,22,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1375,鼓川温泉,2,2,対象：男女,104,17.3,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1376,梅の湯,70,90,対象：男女,80,20,92,22,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ok,ok
1377,スパ&カプセルホテル グランパーク・イン北千住,11,25,男性専用,90,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1378,クアパレスゆうゆう,7,13,対象：男女,86,30,90,25,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1379,こまくさの湯,4,19,対象：男女,101,17,103,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1381,みやこ湯,52,67,対象：男女,95,18,95,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1382,大黒湯,7,10,対象：男女,96,18,94,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1384,久松湯,160,201,対象：男女,90,17,85,16.6,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1385,クアパレス藤,59,80,対象：男女,102,20,70,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1387,香取湯,5,12,対象：男女,98,22,-,22,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1388,【閉店】亀の湯,0,5,対象：男女,90,20,90,20,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
1389,カプセル&サウナロスコ,378,552,対象：男女,108,21,90,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1391,富士見湯健康セントー,3,6,対象：男女,82,26,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1392,メガロス 葛飾,0,15,対象：男女,90,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1393,天然温泉・黄金の里,3,3,対象：男女,96,16,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1394,花かげの湯,1,4,対象：男女,102,18.3,75,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1395,ゆラックス,7,7,対象：男女,94,29,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1396,甲州市交流保養センター 大菩薩の湯,2,6,対象：男女,85,28,85,28,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1397,喜楽湯,2,17,対象：男女,89,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1398,竹の湯,1,4,男性専用,90,22,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1399,池袋ロイヤルホテル,11,9,対象：男女,80,29,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1400,阿伎留の四季,3,7,対象：男女,98,18,84,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1401,健康ランド末広湯,5,5,対象：男女,85,21,-,-,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ok,ok
1402,カプセルイン大塚,6,14,男性専用,90,19,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1403,【サウナ休止中】池袋サウナ&カプセル&オアシス,5,4,男性専用,77.5,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1404,スパ&カプセルホテル グランパーク・イン巣鴨,14,17,男性専用,95,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1405,小平天然温泉テルメ小川,18,50,対象：男女,90,17,-,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
1406,宮下湯,81,70,対象：男女,105,16,94,15,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1407,スポーツクラブNAS 西日暮里,1,17,対象：男女,85,20,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1408,信州駒ヶ根高原家族旅行村 露天こぶしの湯,9,10,対象：男女,95,12,92,12,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1409,サウナニュー大塚,28,50,対象：男女,100,25,94,22,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
1410,アパホテル〈千葉八千代緑が丘〉,0,3,対象：男女,90,16,86,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1411,東京天然温泉 古代の湯,25,19,対象：男女,100,20,96,26,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1412,タイムズ スパ・レスタ,554,957,対象：男女,90,17,70,22,ok,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1413,コナミスポーツクラブ池袋,2,2,対象：男女,90,20,90,-,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
1414,サウナ玉泉,22,34,男性専用,110,25,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1415,秋川渓谷 瀬音の湯,44,40,対象：男女,88,25,88,24,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1416,銭湯ゆープラザ,4,19,対象：男女,83,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1417,アクア・ユーカリ,11,21,対象：男女,82,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1418,若宮松の湯,2,2,男性専用,95,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1419,寺島浴場,5,3,対象：男女,94,25,100,26,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1421,ひだまりの泉萩の湯,521,1201,対象：男女,94,18,90,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1423,今庄365温泉 やすらぎ,1,0,対象：男女,95,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1424,宝泉湯,22,28,対象：男女,100,22,100,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1425,武の湯,3,1,男性専用,88,30,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1426,ホテル郡上八幡 やすらぎの湯 宝泉,4,4,対象：男女,112,20,108,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1427,サウナセンター,596,1690,男性専用,98,14,?,?,ok,ng,ng,ok,ok,ok,-,-,-,-,-,-
1428,白水湯,9,9,対象：男女,91,25,102,22,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1429,カプセルホテルレインボー本八幡店,167,707,男性専用,112,17,80,25,ok,ng,ng,ng,ok,ok,-,-,-,-,-,-
1430,笛吹川温泉 別邸 坐忘,2,1,対象：男女,92,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1431,メガロスクロス本八幡24,0,5,男性専用,85,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1434,柳湯,19,45,対象：男女,90,19,90,24,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1436,電気湯,16,5,対象：男女,92,23,121,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1438,ゆーザ・中井,35,46,対象：男女,90,20,90,25,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1439,コナミスポーツクラブ 一橋学園,0,0,対象：男女,88,19,85,-,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
1440,カプセルホテルレインボー 新小岩店,122,457,男性専用,108,16,85,25,ok,ng,ng,ng,ok,ok,-,-,-,-,-,-
1441,新越泉,20,39,対象：男女,94,20,79,20,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1444,三の輪湯,12,15,対象：男女,90,26,90,25,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1445,桔梗湯,3,6,男性専用,90,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1446,秀の湯,86,207,対象：男女,100,18,94,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1447,庄楽の湯 江戸川区,8,36,対象：男女,85,20,80,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1448,寿湯,341,469,対象：男女,96,22,94,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1449,【閉店】蛇骨湯,87,172,対象：男女,96,19,88,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1450,ドーミーインEXPRESS浅草,1,4,対象：男女,92,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,ng
1452,イーストランド,122,62,対象：男女,90,18,90,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1453,【閉店】上野サウナ,4,3,男性専用,102,18,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
1454,湯ぱらだいす佐倉,1,3,対象：男女,80,17.3,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1455,上野ステーションホステル オリエンタル1(旧:上野オリエンタル),103,228,男性専用,100,14.7,?,?,ok,ok,ok,ng,ok,ok,-,-,-,-,-,-
1456,Centurion Hotel & Spa Ueno Station センチュリオンホテル&スパ 上野駅前,267,385,対象：男女,100,15.8,88,15.8,ng,ok,ng,ng,ok,ng,ng,ok,ng,ng,ok,ng
1457,富士見湯,30,94,対象：男女,92,18,90,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1458,上野ステーションホステル オリエンタル2(旧:ニューセンチュリー),60,167,男性専用,104,16.4,?,?,ok,ok,ok,ng,ok,ok,-,-,-,-,-,-
1459,カプセルネット おもてなしのお宿,21,45,対象：男女,70,20,88,-,ok,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1460,松の湯,69,116,対象：男女,84,15,85,15,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1461,ドーミーイン上野・御徒町,1,3,対象：男女,98,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1462,上野ステーションホステル オリエンタル3(旧:センチュリー),104,367,男性専用,100,19,?,?,ok,ok,ok,ng,ok,ok,-,-,-,-,-,-
1463,サウナ&カプセルホテル ダンディ,52,76,男性専用,100,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1464,絶景の宿 犬吠埼ホテル,7,5,対象：男女,100,22,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1466,玉の湯,43,136,対象：男女,110,22,98,24,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1467,東京ドーム天然温泉 Spa LaQua,411,844,対象：男女,100,16,80,22,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1472,押上温泉 大黒湯,218,304,対象：男女,80,20,60,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1473,みどりの湯 田喜野井店,4,35,対象：男女,90,17,80,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1475,メガロス三鷹店,1,1,対象：男女,90,18,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1476,コナミスポーツクラブ荻窪南口,2,5,対象：男女,90,28,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1477,メガロス吉祥寺,4,0,対象：男女,92,19,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,ng
1481,第三玉の湯,113,211,対象：男女,94,23,90,21,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1482,ホテル&スパ月美 太陽の里,7,9,対象：男女,88,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1483,ドーミーイン秋葉原,3,1,男性専用,90,25,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1484,八王子市 戸吹湯ったり館,1,5,対象：男女,50,22,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1485,香藤湯,42,24,対象：男女,96,26,86,22,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1487,三光湯,7,6,対象：男女,100,24,95,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1488,甲斐市民温泉百楽泉,0,1,対象：男女,92,23,90,19,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1490,高砂湯,35,52,対象：男女,90,26,93,22,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1491,船橋グランドサウナandカプセルホテル,11,68,男性専用,100,19,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1492,スポーツクラブNAS吉祥寺,0,0,対象：男女,94,22,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1493,サウナカプセルアスカ,105,223,男性専用,110,17.5,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
1496,境南浴場,123,359,対象：男女,96,22,94,16,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1497,春の湯,11,17,対象：男女,96,24,88,23.5,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1498,柳湯,2,6,対象：男女,48,24,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1503,カプセルイン錦糸町,156,425,男性専用,119,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1504,【閉店】神田アクアハウス 江戸遊,22,29,対象：男女,90,21.5,90,18,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
1509,高砂湯,14,55,対象：男女,90,24,88,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1511,ドーミーインPREMIUM神田,3,6,対象：男女,96,17,96,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1514,大星湯,11,11,対象：男女,84,22,90,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1515,スパ&カプセル ニューウイング,608,1574,男性専用,95,15,75,20,ng,ng,ok,ng,ok,ok,-,-,-,-,-,-
1516,奥湯村温泉 紅椿の湯,0,8,対象：-,90,24.2,90,23.8,ng,ng,ng,ok,ng,-,ng,ng,ng,ok,ng,-
1517,新宿区役所前カプセルホテル,9,26,男性専用,82,10,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1518,大和湯,3,13,対象：男女,94,18,92,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1519,杉並 桜湯(さくら湯),24,35,対象：男女,105,27,85,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1520,セントラルホテル,113,394,男性専用,94,17,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1524,神明温泉志麻の湯,0,1,対象：男女,105,21,94,18,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ok,-
1527,ドーミーインPREMIUM東京小伝馬町,6,2,対象：男女,95,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1528,清春湯,151,146,対象：男女,88,13,84,14,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1530,SPA大手町,25,17,対象：男女,85,20,80,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1532,塩湯,14,24,対象：男女,92,25,103,23,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
1533,第二久の湯,16,22,対象：男女,98,26,89,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1534,千代乃湯,17,78,対象：男女,90,20,80,21,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1535,東京健康ランド まねきの湯,52,64,対象：男女,90,18,90,16,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
1536,クリーンスパ市川,5,9,対象：男女,90,20,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1537,ジェクサー・フィットネス&スパ新宿,37,204,対象：男女,90,19,90,18.9,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1538,サウナカプセルホテル コア21,17,47,男性専用,100,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1539,鶴の湯,15,19,対象：男女,95,20,94,25,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1541,山梨日帰り温泉 湯めみの丘,17,82,対象：男女,93,17.8,92,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1543,辰巳湯,32,43,対象：男女,110,25,90,25,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1544,あけぼの湯,34,131,対象：男女,100,22,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1545,観音湯,60,66,対象：男女,100,22,90,25,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1546,湯の森 深大湯,58,65,対象：男女,94,20,96,17,ng,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1549,栄湯 (渋谷笹塚温泉栄湯),111,184,対象：男女,88,24,81,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ng,ok
1551,付知峡倉屋温泉 おんぽいの湯,0,3,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1552,喜久乃湯温泉,2,4,対象：男女,78,27,82,30,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
1553,ドーミーイン東京八丁堀,0,4,対象：男女,85,19,85,-,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ng,-
1554,天空のアジト マルシンスパ,780,2097,男性専用,98,20,?,?,ok,ng,ok,ok,ok,ok,-,-,-,-,-,-
1555,縄文の湯,17,13,対象：男女,42,23,43,20.2,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1557,かぷせるイン赤坂,5,21,男性専用,90,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1559,フィットネス&スパNASリバーシティ21,2,28,対象：男女,93,20,93,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1564,東急スポーツオアシス聖路加ガーデン店,1,29,対象：男女,96,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1566,南青山 清水湯,263,307,対象：男女,90,20,78,21,ng,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok
1568,月見湯温泉,95,235,対象：男女,90,24,82,25,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ok,ok
1569,【閉店】名取温泉,0,1,対象：男女,100,20,92,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1573,軟水銭湯・月島温泉,38,40,対象：男女,90,18,90,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1575,セントラルフィットネスクラブ南青山,3,6,対象：男女,94,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1576,コナミスポーツクラブ 東松原,0,1,対象：男女,92,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1578,【閉店】磊の温泉 六本木VIVI,8,13,対象：男女,93,19,80,20,ok,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1580,サウナ&カプセルミナミ下北沢店,20,24,男性専用,100,20,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1581,ドーミーイン甲府,0,5,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1583,八王子 松の湯,8,19,対象：男女,88,20,85,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1586,夕日ヶ浦温泉 外湯 花ゆうみ,0,1,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1587,勝どき湯,6,4,対象：男女,90,21,87,22,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1590,カプセルホテル渋谷,25,77,男性専用,96,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1592,ドゥ・スポーツプラザ豊洲,1,1,対象：男女,90,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1597,神代湯,18,52,対象：男女,85,23,85,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1600,THE SPA 成城,114,255,対象：男女,90,19.8,86,20.7,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1601,改良湯,540,647,対象：男女,96,19,91,14,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1602,稲荷湯,18,49,対象：男女,98,22,90,19,ng,ng,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
1604,麻布黒美水温泉竹の湯,90,59,対象：男女,90,15,86,13,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1605,石和温泉公衆浴場,2,0,対象：男女,40,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1609,ドーミーインEXPRESS目黒青葉台,1,3,対象：男女,92,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,ng
1610,八幡湯,58,82,対象：男女,100,20,90,20,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
1611,RAFEEL恵比寿|ジム・ホットヨガ・フィットネス,2,15,対象：男女,85,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1612,ホテル エミオン 東京ベイ,1,0,対象：男女,85,20,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
1613,富士見湯,45,46,対象：男女,90,20,82,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
1614,狛江 富の湯,9,9,対象：男女,86,18,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1615,石和ふれあいセンター なごみの湯,0,1,対象：男女,60,30,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1616,湯パークレビランド,63,77,対象：男女,86,18.5,88,18.8,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1617,光明泉,135,232,対象：男女,88,18,81,17,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1618,釜無川レクリエーションセンター,1,2,対象：男女,95,21,92,21,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
1619,コナミスポーツクラブ八王子,0,0,対象：男女,90,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1620,アクアガーデン三越湯,62,73,対象：男女,92,18,82,18,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng
1621,桜湯,5,113,対象：男女,91,20,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1624,アパホテル&リゾート〈東京ベイ幕張〉,3,19,対象：男女,80,23,37,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok,ng
1626,駒の湯,197,372,対象：男女,80,20,76,19,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
1628,お湯どころ野川,23,11,対象：男女,88,21,78,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1629,越のゆ 敦賀店,2,5,対象：男女,90,16,90,16,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
1630,ニューサンピア敦賀・つぬがの湯,0,0,対象：男女,95,17,?,?,ng,ok,ng,ng,ok,-,-,-,-,-,-,-
1632,シェラトン都ホテル東京 都ヘルスクラブ,0,1,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1636,狛江湯,17,36,対象：男女,96,25,88,23,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
